location,Plant type,Image,Time (s),Background Paper: Index 4,Background Metal: Index 4
flight,WT,Img-2018-12-19 09_37_02.406660_cut.png,0.9590046296296296,0.34673366834170855,0.34833659491193736
flight,WT,Img-2018-12-20 01_37_41.250477_cut.png,1.6257175925925926,0.3344947735191638,0.33271375464684017
flight,WT,Img-2018-12-20 17_38_20.705614_cut.png,2.2930555555555556,0.33436532507739936,0.33238636363636365
flight,WT,Img-2018-12-21 09_38_59.652742_cut.png,2.9597569444444445,0.3344768439108062,0.3333333333333333
flight,WT,Img-2018-12-22 01_39_38.617931_cut.png,3.6270949074074075,0.3333333333333333,0.3333333333333333
flight,WT,Img-2018-12-22 17_40_17.296371_cut.png,4.29443287037037,0.32222222222222224,0.33184855233853006
flight,WT,Img-2018-12-23 09_40_56.277043_cut.png,4.961145833333333,0.3333333333333333,0.3323615160349854
flight,WT,Img-2018-12-24 01_41_35.710161_cut.png,5.628483796296297,0.3333333333333333,0.33254716981132076
flight,WT,Img-2018-12-24 17_42_14.649429_cut.png,6.295821759259259,0.3343949044585987,0.3333333333333333
flight,WT,Img-2018-12-25 09_42_54.447066_cut.png,6.962534722222222,0.3333333333333333,0.3323529411764706
flight,WT,Img-2018-12-26 01_43_33.579234_cut.png,7.629872685185185,0.3333333333333333,0.3322734499205087
flight,WT,Img-2018-12-26 17_44_12.587626_cut.png,8.297210648148148,0.3333333333333333,0.3324175824175824
flight,WT,Img-2018-12-27 09_44_51.706000_cut.png,8.963923611111111,0.3333333333333333,0.3333333333333333
flight,WT,Img-2018-12-28 19_45_07.533330_cut.png,10.381226851851851,0.3343195266272189,0.3333333333333333
flight,WT,Img-2018-12-29 11_45_46.413167_cut.png,11.047939814814814,0.3338607594936709,0.3333333333333333
flight,WT,Img-2018-12-30 03_46_25.447414_cut.png,11.715277777777779,0.333984375,0.3333333333333333
flight,WT,Img-2018-12-30 19_47_04.819480_cut.png,12.382615740740741,0.3333333333333333,0.3325062034739454
flight,WT,Img-2018-12-31 11_47_43.694978_cut.png,13.049328703703704,0.3333333333333333,0.3326732673267327
flight,WT,Img-2019-01-01 03_48_23.416662_cut.png,13.716666666666667,0.3333333333333333,0.3324396782841823
flight,WT,Img-2019-01-01 19_49_02.385750_cut.png,14.38400462962963,0.33399602385685884,0.3333333333333333
flight,WT,Img-2019-01-02 11_49_42.058467_cut.png,15.050717592592592,0.33437990580847726,0.333843797856049
flight,WT,Img-2019-01-03 03_50_21.868312_cut.png,15.718055555555555,0.334,0.3333333333333333
flight,WT,Img-2019-01-03 19_51_01.522348_cut.png,16.38539351851852,0.33391003460207613,0.3333333333333333
flight,WT,Img-2019-01-04 11_51_40.223993_cut.png,17.05210648148148,0.3343558282208589,0.3333333333333333
flight,WT,Img-2019-01-05 20_11_28.602960_cut.png,18.399305555555557,0.332312404287902,0.3314176245210728
flight,WT,Img-2019-01-06 12_12_07.463971_cut.png,19.066643518518518,0.3316582914572864,0.33045977011494254
flight,WT,Img-2019-01-07 04_12_46.611331_cut.png,19.733356481481483,0.3316062176165803,0.33037300177619894
flight,TG,Img-2018-12-19 09_37_02.406660_cut.png,0.9590046296296296,0.3500897666068223,0.3516699410609037
flight,TG,Img-2018-12-20 01_37_41.250477_cut.png,1.6257175925925926,0.33698030634573306,0.3379174852652259
flight,TG,Img-2018-12-20 17_38_20.705614_cut.png,2.2930555555555556,0.33661417322834647,0.3376865671641791
flight,TG,Img-2018-12-21 09_38_59.652742_cut.png,2.9597569444444445,0.3368237347294939,0.33783783783783783
flight,TG,Img-2018-12-22 01_39_38.617931_cut.png,3.6270949074074075,0.3333333333333333,0.3378607809847199
flight,TG,Img-2018-12-22 17_40_17.296371_cut.png,4.29443287037037,0.33554817275747506,0.3373493975903614
flight,TG,Img-2018-12-23 09_40_56.277043_cut.png,4.961145833333333,0.33620689655172414,0.33752620545073375
flight,TG,Img-2018-12-24 01_41_35.710161_cut.png,5.628483796296297,0.3358070500927644,0.3375
flight,TG,Img-2018-12-24 17_42_14.649429_cut.png,6.295821759259259,0.3364485981308411,0.33783783783783783
flight,TG,Img-2018-12-25 09_42_54.447066_cut.png,6.962534722222222,0.3358070500927644,0.33766233766233766
flight,TG,Img-2018-12-26 01_43_33.579234_cut.png,7.629872685185185,0.3359840954274354,0.3374340949033392
flight,TG,Img-2018-12-26 17_44_12.587626_cut.png,8.297210648148148,0.33595284872298625,0.33756805807622503
flight,TG,Img-2018-12-27 09_44_51.706000_cut.png,8.963923611111111,0.33620689655172414,0.3377777777777778
flight,TG,Img-2018-12-28 19_45_07.533330_cut.png,10.381226851851851,0.33665008291873966,0.33849129593810445
flight,TG,Img-2018-12-29 11_45_46.413167_cut.png,11.047939814814814,0.336283185840708,0.3382352941176471
flight,TG,Img-2018-12-30 03_46_25.447414_cut.png,11.715277777777779,0.33643122676579923,0.3380281690140845
flight,TG,Img-2018-12-30 19_47_04.819480_cut.png,12.382615740740741,0.3365200764818356,0.3382352941176471
flight,TG,Img-2018-12-31 11_47_43.694978_cut.png,13.049328703703704,0.33657587548638135,0.3382352941176471
flight,TG,Img-2019-01-01 03_48_23.416662_cut.png,13.716666666666667,0.33636363636363636,0.337890625
flight,TG,Img-2019-01-01 19_49_02.385750_cut.png,14.38400462962963,0.3365200764818356,0.3381818181818182
flight,TG,Img-2019-01-02 11_49_42.058467_cut.png,15.050717592592592,0.3365695792880259,0.3381818181818182
flight,TG,Img-2019-01-03 03_50_21.868312_cut.png,15.718055555555555,0.3366733466933868,0.3381294964028777
flight,TG,Img-2019-01-03 19_51_01.522348_cut.png,16.38539351851852,0.3368421052631579,0.3383742911153119
flight,TG,Img-2019-01-04 11_51_40.223993_cut.png,17.05210648148148,0.336734693877551,0.33793103448275863
flight,TG,Img-2019-01-05 20_11_28.602960_cut.png,18.399305555555557,0.335423197492163,0.33648393194706994
flight,TG,Img-2019-01-06 12_12_07.463971_cut.png,19.066643518518518,0.33505154639175255,0.33595284872298625
flight,TG,Img-2019-01-07 04_12_46.611331_cut.png,19.733356481481483,0.335,0.33583489681050654
